ppd_id,PlanName,fy,Notes_Fees,NoFeeData,group_fees,group_id,est_proportion,EQTotal_Fee,FITotal_Fee,RETotal_Fee,AltMiscTotal_Fee,PETotal_Fee,HFTotal_Fee,COMDTotal_Fee,CashTotal_Fee,OtherTotal_Fee
22,Denver Employees,2011,2011 DERP CAFR,,,,,3700,437,1827,,,1870,,,
22,Denver Employees,2012,2012 DERP CAFR,,,,,5088,294,1988,,,2522,,,
22,Denver Employees,2013,2013 DERP CAFR,,,,,5163,654,1795,,,4723,,,
22,Denver Employees,2014,2014 DERP CAFR,,,,,5427,1742,1609,,,5296,,,
22,Denver Employees,2015,2015 DERP CAFR,,,,,5193,2120,1863,,,5356,,,
22,Denver Employees,2016,2016 DERP CAFR,,,,,4989,2150,1932,,,5265,,,
22,Denver Employees,2017,2017 DERP CAFR p52,,,,,4862,1853,1798,,,5406,,,
23,Denver Schools,2005,2005 DPSRS CAFR p47,,,,,6968,1134,,,,,,,1089
23,Denver Schools,2006,2006 DPSRS CAFR,,,,,7459,1201,,,,,,,1398
23,Denver Schools,2007,2007 DPSRS CAFR,,,,,8291,1309,,,,,,,1915
23,Denver Schools,2008,2008 DPSRS CAFR,,,,,7236,1000,4577,,,,,,
23,Denver Schools,2009,2009 earlier Denver Schools fees reported independently. ,,,,,6593,1128,2922,,,,,,
23,Denver Schools,2010,2010 forward Denver Schools reported as part of COPERA; COPERA aggregate fees,,1,13,0.076540753,19732,2341,55593,,55459,5624,,,
23,Denver Schools,2011,COPERA aggregate fees,,1,13,0.076313868,23298,2216,45274,,47819,5684,,267,
23,Denver Schools,2012,COPERA aggregate fees,,1,13,0.075494386,30038,2392,44820,,46878,6564,,316,
23,Denver Schools,2013,COPERA aggregate fees,,1,13,0.075011268,37742,2624,34270,,45727,7159,,390,
23,Denver Schools,2014,COPERA aggregate fees,,1,13,0.074431069,39202,3790,41859,,50078,6736,,410,
23,Denver Schools,2015,COPERA aggregate fees,,1,13,0.07345397,34650,5034,48695,,48304,8086,,461,
23,Denver Schools,2016,COPERA aggregate fees,,1,13,0.072464943,30694,4488,46104,,50760,9353,,512,
23,Denver Schools,2017,2017 COPERA CAFR p126;  investment expense proportions from 2017 COPERS CAFR p60; COPERA aggregate fees,,1,13,0.071724452,31800,4806,43911,,54878,15836,,427,
24,Duluth Teachers,2005,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2006,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2007,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2008,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2009,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2010,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2011,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2012,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2013,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
24,Duluth Teachers,2014,No fee data broken down by asset class in plan CAFR - broken down by investment manager. ,1,,,,,,,,,,,,
25,Fairfax County Schools,2005,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
25,Fairfax County Schools,2006,2006 EFRC CAFR p44,,,,,4508,928,1080,,,,,,96
25,Fairfax County Schools,2007,2007 EFRC CAFR,,,,,3705,1019,1382,,,,,,
25,Fairfax County Schools,2008,2008 EFRC CAFR,,,,,3508,1060,1438,,,1339,,,
25,Fairfax County Schools,2009,2009 EFRC CAFR,,,,,2558,995,975,,,2044,,,
25,Fairfax County Schools,2010,2010 EFRC CAFR,,,,,2597,1048,807,,,2131,,,
25,Fairfax County Schools,2011,2011 EFRC CAFR,,,,,2988,1061,1134,,83,2993,,,
25,Fairfax County Schools,2012,2012 EFRC CAFR,,,,,2635,1041,1243,,687,3749,,,
25,Fairfax County Schools,2013,2013 EFRC CAFR,,,,,3197,1413,1296,,616,3756,,,
25,Fairfax County Schools,2014,2014 EFRC CAFR,,,,,3658,1425,1425,,889,3875,,,
25,Fairfax County Schools,2015,2015 EFRC CAFR,,,,,3742,1967,1529,,1133,4184,,,
25,Fairfax County Schools,2016,2016 EFRC CAFR,,,,,3648,2116,1625,,1290,3354,,,
25,Fairfax County Schools,2017,2017 EFRC CAFR p59,,,,,3670,2114,1622,,1268,3362,,,
26,Florida RS,2005,2005 SBA Investment Report p308,,,,,87778,10878,24999,,,41725,,,
26,Florida RS,2006,2006 SBA Investment Report,,,,,97208,10908,27189,,,47714,,,
26,Florida RS,2007,2007 SBA Investment Report,,,,,95810,11721,31273,,51102,16149,,,
26,Florida RS,2008,2008 SBA Investment Report,,,,,96652,21510,52114,,59885,19958,,13,
26,Florida RS,2009,2009 SBA Investment Report,,,,,74736,26383,53069,,75686,35327,,75,
26,Florida RS,2010,2010 SBA Investment Report,,,,,92268,26679,46200,,80530,39584,,75,
26,Florida RS,2011,2011 SBA Investment Report,,,,,126750,12591,50034,,84986,46950,,88,
26,Florida RS,2012,2012 SBA Investment Report,,,,,123955,7970,58888,,92103,62399,,,
26,Florida RS,2013,2013 SBA Investment Report,,,,,130407,14416,59363,,101097,90193,,,
26,Florida RS,2014,2014 SBA Investment Report,,,,,177701,11398,69942,,124894,115312,,,
26,Florida RS,2015,2015 SBA Investment Report,,,,,174338,8846,73567,,127915,128492,,,
26,Florida RS,2016,2016 SBA Investment Report p27,,,,,161991,7894,79253,,138438,149238,,,
26,Florida RS,2017,2017 SBA Investment Report p29; add together mgmt fees and net brokerage commissions. ,,,,,160838,7247,81541,,136210,159774,,,
27,Georgia ERS,2005,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
27,Georgia ERS,2006,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
27,Georgia ERS,2007,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
27,Georgia ERS,2008,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
27,Georgia ERS,2009,No fee data broken down by asset class in plan CAFR.,1,,,,,,,,,,,,
27,Georgia ERS,2010,2010 ERS CAFR p52; only fees for public equity and fixed income. ,,,,,8115,,,,,,,,
27,Georgia ERS,2011,2011 ERS CAFR p54,,,,,11371,,,,,,,,
27,Georgia ERS,2012,2012 ERS CAFR p56,,,,,9334,,,,,,,,
27,Georgia ERS,2013,2013 ERS CAFR,,,,,10647,,,,,,,,
27,Georgia ERS,2014,2014 ERS CAFR,,,,,11304,,,,,,,,
27,Georgia ERS,2015,2015 ERS CAFR,,,,,11607,,,,,,,,
27,Georgia ERS,2016,2016 ERS CAFR,,,,,10210,,,,,,,,
27,Georgia ERS,2017,2017 ERS CAFR p84,,,,,9373,,,,,,,,
28,Georgia Teachers,2005,,1,,,,,,,,,,,,
28,Georgia Teachers,2006,No fee data in plan CAFR. ,1,,,,,,,,,,,,
28,Georgia Teachers,2007,No fee data in plan CAFR. ,1,,,,,,,,,,,,
28,Georgia Teachers,2008,2008 TRS CAFR p39,,,,,46610,,,,,,,,
28,Georgia Teachers,2009,2009 TRS CAFR,,,,,36727,,,,,,,,
28,Georgia Teachers,2010,2010 TRS CAFR,,,,,34147,,,,,,,,
28,Georgia Teachers,2011,2011 TRS CAFR,,,,,40483,,,,,,,,
28,Georgia Teachers,2012,2012 TRS CAFR,,,,,35048,,,,,,,,
28,Georgia Teachers,2013,2013 TRS CAFR,,,,,40993,,,,,,,,
28,Georgia Teachers,2014,2014 TRS CAFR,,,,,42920,,,,,,,,
28,Georgia Teachers,2015,2015 TRS CAFR,,,,,46813,,,,,,,,
28,Georgia Teachers,2016,2016 TRS CAFR,,,,,42221,,,,,,,,
28,Georgia Teachers,2017,2017 TRS CAFR p43,,,,,39596,,,,,,,,
29,Hawaii ERS,2005,"2005 ERS CAFR p72; Misc. Alternatives include real estate, mortgages, and alternatives. ",,,,,15054,3722,,8376,,,,,
29,Hawaii ERS,2006,2006 ERS CAFR p76,,,,,17894,4450,20602,,1942,,,,
29,Hawaii ERS,2007,2007 ERS CAFR p74,,,,,21507,4378,8553,,2050,,,,
29,Hawaii ERS,2008,2008 ERS CAFR p76,,,,,21973,5014,1139,,2175,,,,
29,Hawaii ERS,2009,"2009 ERS CAFR p76; Negative real estate fees reported, recorded as 0. ",,,,,14160,4804,,,2346,,,,
29,Hawaii ERS,2010,2010 ERS CAFR,,,,,17070,5866,5115,,2521,,,,
29,Hawaii ERS,2011,2011 ERS CAFR,,,,,19885,6231,10938,,2517,,,,
29,Hawaii ERS,2012,2012 ERS CAFR,,,,,14486,5841,9061,,1022,307,1914,,
29,Hawaii ERS,2013,2013 ERS CAFR,,,,,17645,5208,8818,,1289,1058,1872,,
29,Hawaii ERS,2014,2014 ERS CAFR,,,,,22873,4232,595,,761,1358,2165,,
29,Hawaii ERS,2015,2015 ERS CAFR,,,,,23800,4442,9281,,212,1810,2364,,24
29,Hawaii ERS,2016,2016 ERS CAFR,,,,,21316,4408,4284,,213,1673,2423,,
29,Hawaii ERS,2017,2017 ERS CAFR p111,,,,,12785,4162,4855,,869,8640,2490,,
30,Houston Firefighters,2005,2005 HFRRF CAFR p45,,,,,6318,1488,1998,,4024,,,152,
30,Houston Firefighters,2006,2006 HFRRF CAFR p46; sharp drop in both alternative and real estate fees reported. ,,,,,7387,1688,236,,205,,,178,
30,Houston Firefighters,2007,2007 HFRRF CAFR,,,,,6803,1850,254,,246,441,,169,
30,Houston Firefighters,2008,2008 HFRRF CAFR,,,,,6228,1917,267,,222,750,,161,
30,Houston Firefighters,2009,2009 HFRRF CAFR,,,,,4016,1456,246,,238,160,,106,
30,Houston Firefighters,2010,2010 HFRRF CAFR,,,,,5036,1877,250,,200,,,111,
30,Houston Firefighters,2011,2011 HFRRF CAFR,,,,,5697,2018,251,,191,,,101,
30,Houston Firefighters,2012,2012 HFRRF CAFR,,,,,4419,2049,465,,180,,,144,
30,Houston Firefighters,2013,2013 HFRRF CAFR,,,,,4585,2174,516,,147,,,161,
30,Houston Firefighters,2014,2014 HFRRF CAFR,,,,,6309,2244,504,,103,,,192,
30,Houston Firefighters,2015,2015 HFRRF CAFR,,,,,6116,2330,484,,70,,,189,
30,Houston Firefighters,2016,2016 HRFFR CAFR p53,,,,,4319,2270,347,,38,,,159,
30,Houston Firefighters,2017,2017 HFRRF CAFR p56; only management fees reported,,,,,1375,1848,311,,23,219,,92,
31,Idaho PERS,2005,2005 PERSI CAFR p73,,,,,18932,1557,3704,,3775,,,,
31,Idaho PERS,2006,2006 PERSI CAFR,,,,,22893,1618,4408,,6043,,,,
31,Idaho PERS,2007,2007 PERSI CAFR,,,,,26504,1911,4271,,7420,,,,
31,Idaho PERS,2008,2008 PERSI CAFR,,,,,27574,2268,5409,,7000,,,,
31,Idaho PERS,2009,2009 PERSI CAFR,,,,,20335,2897,4407,,8276,,,,
31,Idaho PERS,2010,2010 PERSI CAFR,,,,,25408,2346,5064,,5127,,,,
31,Idaho PERS,2011,2011 PERSI CAFR,,,,,26935,4251,3692,,810,,,,
31,Idaho PERS,2012,2012 PERSI CAFR,,,,,27905,4462,4211,,7093,,,,
31,Idaho PERS,2013,2013 PERSI CAFR,,,,,29227,4655,4008,,5122,,,,
31,Idaho PERS,2014,2014 PERSI CAFR,,,,,33391,4681,4456,,5553,,,,
31,Idaho PERS,2015,2015 PERSI CAFR,,,,,31134,6412,4703,,5301,,,,
31,Idaho PERS,2016,2016 PERSI CAFR,,,,,29547,6519,4355,,7164,,,,
31,Idaho PERS,2017,2017 PERSI CAFR p98,,,,,31489,6288,6027,,6353,,,,
32,Illinois Municipal,2005,2005 IMRF CAFR p56,,,,,32108,5552,5911,7435,,,,,
32,Illinois Municipal,2006,2006 IMRF CAFR,,,,,35561,6443,5427,10099,,,,,
32,Illinois Municipal,2007,2007 IMRF CAFR,,,,,41521,7415,4780,8392,,,,,
32,Illinois Municipal,2008,2008 IMRF CAFR,,,,,33462,6801,6861,6273,,,,,
32,Illinois Municipal,2009,2009 IMRF CAFR,,,,,31374,7692,6106,5882,,,,,
32,Illinois Municipal,2010,2010 IMRF CAFR,,,,,37938,8843,7124,5995,,,,,
32,Illinois Municipal,2011,2011 IMRF CAFR,,,,,46352,10665,8426,7301,,,,,
32,Illinois Municipal,2012,2012 IMRF CAFR,,,,,47297,11444,9856,6477,,,,,
32,Illinois Municipal,2013,2013 IMRF CAFR,,,,,56424,11204,11710,8499,,,,,
32,Illinois Municipal,2014,2014 IMRF CAFR,,,,,64028,11325,17839,14118,,,,,
32,Illinois Municipal,2015,2015 IMRF CAFR,,,,,66694,12209,21823,15649,,,,,
32,Illinois Municipal,2016,2016 IMRF CAFR,,,,,59137,13411,24743,13532,,,,,
32,Illinois Municipal,2017,2017 IMRF CAFR p67,,,,,59887,13558,24871,15854,,,,,
33,Illinois SERS,2005,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2006,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2007,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2008,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2009,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2010,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2011,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2012,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2013,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2014,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2015,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2016,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
33,Illinois SERS,2017,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2005,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2006,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2007,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2008,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2009,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2010,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2011,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2012,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2013,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2014,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2015,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2016,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
34,Illinois Teachers,2017,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2005,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2006,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2007,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2008,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2009,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2010,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2011,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2012,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2013,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2014,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2015,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2016,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
35,Illinois Universities,2017,No fee data broken down by asset class in plan CAFR or State Board of Investment Report. ,1,,,,,,,,,,,,
36,Indiana PERF,2005,2005 PERF CAFR p52,,,,,28155,3944,,,,,,1158,
36,Indiana PERF,2006,2006 PERF CAFR p57; No alternative fees reported 2006 and earlier,,,,,33967,4071,,,,,,1229,
36,Indiana PERF,2007,2007 PERF CAFR p59,,,,,42877,3897,,9349,,,,476,
36,Indiana PERF,2008,2008 PERF CAFR p60,,,,,37365,4670,,23558,,,,865,
36,Indiana PERF,2009,2009 PERF CAFR p71,,,,,20411,6675,,34353,,,,730,
36,Indiana PERF,2010,2010 and earlier Indiana PERF fees reported independently; 2010 PERF CAFR p73,,,,,17929,8454,,46799,,,,663,
36,Indiana PERF,2011,No fee data broken down by asset class - broken down by individual vendor. ,1,,,,,,,,,,,,
36,Indiana PERF,2012,"2012+ Indiana PERF and TRS combined into one fund, and fees reported in aggregate. ",,1,14,0.42973831,24510,10160,3181,,28000,27425,2350,,
36,Indiana PERF,2013,Indiana PERS And TRS fees reported in aggregate,,1,14,0.47686905,18106,9648,5174,,35324,41269,8810,,
36,Indiana PERF,2014,Indiana PERS And TRS fees reported in aggregate,,1,14,0.46680713,18683,11057,10611,,46157,68435,7377,,
36,Indiana PERF,2015,Indiana PERS And TRS fees reported in aggregate,,1,14,0.46360859,19603,9818,14838,,45954,66704,7746,,
36,Indiana PERF,2016,Indiana PERS And TRS fees reported in aggregate,,1,14,0.46189344,16190,10654,16785,,42110,59821,7263,100,
36,Indiana PERF,2017,"2017 IN PERF TRS CAFR p146, 38; Indiana PERS And TRS fees reported in aggregate",,1,14,0.46437821,15739,21444,18087,,44080,70009,7205,280,
37,Indiana Teachers,2005,2005 TRF CAFR p8; add up individual managers,,,,,8798,2412,,,,,,,
37,Indiana Teachers,2006,2006 TRF CAFR p7; add up individual managers,,,,,14495,2518,,,,,,,
37,Indiana Teachers,2007,2007 TRF CAFR p78; add up individual managers,,,,,15483,2787,,,,,,,
37,Indiana Teachers,2008,2008 TRF CAFR p54; Private equity fees include partnership management fees,,,,,16501,3077,1166,,8128,3534,,,
37,Indiana Teachers,2009,2009 TRF CAFR p56,,,,,9530,2784,2457,,14026,3079,,,
37,Indiana Teachers,2010,2010 TRF CAFR p59,,,,,17095,2862,2368,,13927,3348,78,,
37,Indiana Teachers,2011,2011 and earlier Indiana TRS fees reported independently; 2011 TRF CAFR p71,,,,,7933,4898,381,,13773,7185,62,,
37,Indiana Teachers,2012,"2012+ Indiana PERF and TRS combined into one fund, and fees reported in aggregate. ",,1,14,0.17603207,24510,16654,3181,,28000,27425,2350,,
37,Indiana Teachers,2013,Indiana PERS And TRS fees reported in aggregate,,1,14,0.3291012,18106,13799,5174,,35324,41269,8810,,
37,Indiana Teachers,2014,Indiana PERS And TRS fees reported in aggregate,,1,14,0.33126199,18683,16797,10611,,46157,68435,7377,,
37,Indiana Teachers,2015,Indiana PERS And TRS fees reported in aggregate,,1,14,0.33174694,19603,18348,14838,,45954,66704,7746,,
37,Indiana Teachers,2016,Indiana PERS And TRS fees reported in aggregate,,1,14,0.331487,16190,14028,16785,,42110,59821,7263,100,
37,Indiana Teachers,2017,2017 IN PERF TRS CAFR p146; Indiana PERS And TRS fees reported in aggregate,,1,14,0.32665378,15739,24641,18087,,44080,70009,7205,280,
38,Iowa PERS,2005,2005 IPERS CAFR p64,,,,,12128,7248,25944,,2176,,,,
38,Iowa PERS,2006,2006 IPERS CAFR,,,,,13467,8307,20557,,2394,,,,
38,Iowa PERS,2007,2007 IPERS CAFR,,,,,13334,7259,33704,,2633,,,,
38,Iowa PERS,2008,2008 IPERS CAFR,,,,,12901,6533,15233,,2896,,,,
38,Iowa PERS,2009,2009 IPERS CAFR,,,,,9723,9086,8214,,3186,,,296,
38,Iowa PERS,2010,2010 IPERS CAFR,,,,,12046,5819,9436,,3505,,,72,
38,Iowa PERS,2011,2011 IPERS CAFR,,,,,15461,7231,13427,,3855,,,,
38,Iowa PERS,2012,2012 IPERS CAFR,,,,,14596,12119,16970,,4241,,,,
38,Iowa PERS,2013,2013 IPERS CAFR,,,,,19694,10878,14521,,4665,,1573,,
38,Iowa PERS,2014,2014 IPERS CAFR,,,,,22967,10308,11352,,5089,,4122,,
38,Iowa PERS,2015,2015 IPERS CAFR,,,,,35924,8967,12745,,5650,,4674,,
38,Iowa PERS,2016,2016 IPERS CAFR,,,,,18046,7320,13554,,6076,3093,3708,,
38,Iowa PERS,2017,2017 IPERS CAFR p68,,,,,21804,7865,,,6761,6455,,1073,
39,Kansas PERS,2005,"2005 KPERS CAFR p46; Misc. alternatives includes real estate; Foreign currency overlay recorded as private placement, a sub-category of private equity. ",,,,,12428,4084,,2900,1111,,,218,
39,Kansas PERS,2006,2006 KPERS CAFR p44,,,,,16998,4053,,2603,2081,,,157,
39,Kansas PERS,2007,2007 KPERS CAFR p46,,,,,18901,4230,,3202,2302,,,256,
39,Kansas PERS,2008,2008 KPERS CAFR p44,,,,,18411,4953,,3066,2351,,,250,
39,Kansas PERS,2009,2009 KPERS CAFR p43,,,,,11085,4587,,2639,2192,,,308,
39,Kansas PERS,2010,2010 KPERS CAFR p49,,,,,16737,6595,,3621,2711,,,322,
39,Kansas PERS,2011,2011 KPERS CAFR p50,,,,,20878,7861,,4329,2933,,,315,
39,Kansas PERS,2012,2012 KPERS CAFR,,,,,17727,6241,,3309,1838,,,310,
39,Kansas PERS,2013,2013 KPERS CAFR,,,,,16535,6951,,2912,1541,,,306,
39,Kansas PERS,2014,2014 KPERS CAFR,,,,,19753,6892,2329,1552,,,,330,
39,Kansas PERS,2015,2015 KPERS CAFR,,,,,19353,7079,2037,1658,,,,395,
39,Kansas PERS,2016,2016 KPERS CAFR,,,,,17029,7448,1772,2242,,,,450,
